TIME    	VOLTAGE 	CURRENT
0.000000	0.000000	-61.276421
0.000123	12.072492	-57.984397
0.000246	24.126960	-54.605804
0.000369	36.145406	-51.145684
0.000492	48.109888	-47.609205
0.000615	60.002543	-44.001646
0.000738	71.805614	-40.328392
0.000861	83.501481	-36.594930
0.000984	95.072681	-32.806831
0.001107	106.501939	-28.969752
0.001230	117.772191	-25.089422
0.001353	128.866610	-21.171634
0.001476	139.768634	-17.222236
0.001599	150.461985	-13.247126
0.001722	160.930698	-9.252239
0.001845	171.159143	-5.243538
0.001968	181.132050	-1.227008
0.002091	190.834530	2.791354
0.002214	200.252096	6.805548
0.002337	209.370689	10.809582
0.002460	218.176693	14.797477
0.002583	226.656963	18.763279
0.002706	234.798837	22.701068
0.002829	242.590160	26.604965
0.002952	250.019299	30.469141
0.003075	257.075162	34.287827
0.003198	263.747215	38.055322
0.003321	270.025498	41.766000
0.003444	275.900636	45.414323
0.003567	281.363857	48.994842
0.003690	286.407007	52.502213
0.003813	291.022554	55.931199
0.003936	295.203609	59.276680
0.004059	298.943929	62.533662
0.004182	302.237929	65.697282
0.004305	305.080693	68.762817
0.004428	307.467974	71.725690
0.004551	309.396211	74.581478
0.004674	310.862523	77.325916
0.004797	311.864721	79.954908
0.004920	312.401309	82.464528
0.005043	312.471487	84.851029
0.005166	312.075148	87.110850
0.005289	311.212886	89.240614
0.005412	309.885987	91.237144
0.005535	308.096432	93.097458
0.005658	305.846893	94.818779
0.005781	303.140729	96.398536
0.005904	299.981980	97.834372
0.006027	296.375362	99.124143
0.006150	292.326260	100.265922
0.006273	287.840718	101.258006
0.006396	282.925434	102.098913
0.006519	277.587746	102.787387
0.006642	271.835623	103.322401
0.006765	265.677653	103.703157
0.006888	259.123030	103.929085
0.007011	252.181540	103.999848
0.007134	244.863546	103.915341
0.007257	237.179974	103.675689
0.007380	229.142296	103.281251
0.007503	220.762511	102.732616
0.007626	212.053131	102.030602
0.007749	203.027158	101.176258
0.007872	193.698068	100.170859
0.007995	184.079790	99.015907
0.008118	174.186683	97.713124
0.008241	164.033518	96.264458
0.008364	153.635452	94.672070
0.008487	143.008012	92.938338
0.008610	132.167062	91.065850
0.008733	121.128788	89.057402
0.008856	109.909671	86.915992
0.008979	98.526460	84.644818
0.009102	86.996150	82.247271
0.009225	75.335957	79.726929
0.009348	63.563287	77.087556
0.009471	51.695719	74.333093
0.009594	39.750969	71.467651
0.009717	27.746872	68.495509
0.009840	15.701349	65.421104
0.009963	3.632385	62.249026
0.010086	-8.442003	58.984012
0.010209	-20.503787	55.630934
0.010332	-32.534959	52.194801
0.010455	-44.517557	48.680742
0.010578	-56.433691	45.094002
0.010701	-68.265570	41.439938
0.010824	-79.995529	37.724005
0.010947	-91.606057	33.951751
0.011070	-103.079817	30.128806
0.011193	-114.399681	26.260880
0.011316	-125.548747	22.353747
0.011439	-136.510371	18.413240
0.011562	-147.268187	14.445242
0.011685	-157.806134	10.455678
0.011808	-168.108477	6.450503
0.011931	-178.159838	2.435698
0.012054	-187.945208	-1.582743
0.012177	-197.449978	-5.598822
0.012300	-206.659958	-9.606541
0.012423	-215.561397	-13.599918
0.012546	-224.141007	-17.572991
0.012669	-232.385976	-21.519827
0.012792	-240.283997	-25.434535
0.012915	-247.823277	-29.311269
0.013038	-254.992559	-33.144242
0.013161	-261.781142	-36.927730
0.013284	-268.178888	-40.656087
0.013407	-274.176247	-44.323744
0.013530	-279.764265	-47.925226
0.013653	-284.934598	-51.455157
0.013776	-289.679528	-54.908266
0.013899	-293.991970	-58.279398
0.014022	-297.865486	-61.563519
0.014145	-301.294293	-64.755727
0.014268	-304.273272	-67.851255
0.014391	-306.797974	-70.845482
0.014514	-308.864631	-73.733938
0.014637	-310.470158	-76.512310
0.014760	-311.612156	-79.176451
0.014883	-312.288922	-81.722381
0.015006	-312.499445	-84.146302
0.015129	-312.243410	-86.444593
0.015252	-311.521200	-88.613824
0.015375	-310.333893	-90.650755
0.015498	-308.683261	-92.552346
0.015621	-306.571770	-94.315757
0.015744	-304.002571	-95.938357
0.015867	-300.979500	-97.417721
0.015990	-297.507071	-98.751642
0.016113	-293.590468	-99.938129
0.016236	-289.235538	-100.975409
0.016359	-284.448783	-101.861934
0.016482	-279.237350	-102.596381
0.016605	-273.609019	-103.177652
0.016728	-267.572194	-103.604881
0.016851	-261.135887	-103.877429
0.016974	-254.309708	-103.994890
0.017097	-247.103848	-103.957087
0.017220	-239.529065	-103.764078
0.017343	-231.596668	-103.416151
0.017466	-223.318500	-102.913824
0.017589	-214.706921	-102.257849
0.017712	-205.774788	-101.449204
0.017835	-196.535435	-100.489096
0.017958	-187.002658	-99.378960
0.018081	-177.190688	-98.120453
0.018204	-167.114175	-96.715453
0.018327	-156.788162	-95.166058
0.018450	-146.228067	-93.474581
0.018573	-135.449655	-91.643548
0.018696	-124.469019	-89.675692
0.018819	-113.302552	-87.573952
0.018942	-101.966926	-85.341465
0.019065	-90.479065	-82.981564
0.019188	-78.856120	-80.497773
0.019311	-67.115444	-77.893800
0.019434	-55.274565	-75.173533
0.019557	-43.351162	-72.341032
0.019680	-31.363036	-69.400528
0.019803	-19.328086	-66.356409
