TIME    	VOLTAGE 	CURRENT
0.000000	0.000000	-69.858941
0.000110	10.727974	-67.155323
0.000220	21.443138	-64.371515
0.000330	32.132697	-61.510841
0.000440	42.783885	-58.576716
0.000550	53.383986	-55.572644
0.000660	63.920340	-52.502213
0.000770	74.380367	-49.369089
0.000880	84.751576	-46.177014
0.000990	95.021583	-42.929798
0.001100	105.178124	-39.631319
0.001210	115.209072	-36.285517
0.001320	125.102448	-32.896386
0.001430	134.846439	-29.467973
0.001540	144.429410	-26.004372
0.001650	153.839917	-22.509720
0.001760	163.066723	-18.988188
0.001870	172.098810	-15.443983
0.001980	180.925394	-11.881336
0.002090	189.535934	-8.304502
0.002200	197.920149	-4.717751
0.002310	206.068026	-1.125366
0.002420	213.969838	2.468362
0.002530	221.616147	6.059143
0.002640	228.997823	9.642688
0.002750	236.106052	13.214719
0.002860	242.932347	16.770971
0.002970	249.468555	20.307196
0.003080	255.706872	23.819172
0.003190	261.639848	27.302706
0.003300	267.260399	30.753637
0.003410	272.561814	34.167846
0.003520	277.537762	37.541254
0.003630	282.182301	40.869834
0.003740	286.489886	44.149612
0.003850	290.455372	47.376670
0.003960	294.074024	50.547156
0.004070	297.341521	53.657283
0.004180	300.253962	56.703338
0.004290	302.807869	59.681683
0.004400	305.000191	62.588762
0.004510	306.828312	65.421104
0.004620	308.290049	68.175326
0.004730	309.383655	70.848140
0.004840	310.107825	73.436354
0.004950	310.461694	75.936877
0.005060	310.444840	78.346723
0.005170	310.057283	80.663016
0.005280	309.299486	82.882989
0.005390	308.172353	85.003990
0.005500	306.677230	87.023489
0.005610	304.815903	88.939072
0.005720	302.590594	90.748453
0.005830	300.003961	92.449470
0.005940	297.059092	94.040094
0.006050	293.759504	95.518424
0.006160	290.109137	96.882695
0.006270	286.112349	98.131278
0.006380	281.773914	99.262682
0.006490	277.099011	100.275556
0.006600	272.093224	101.168691
0.006710	266.762529	101.941020
0.006820	261.113293	102.591621
0.006930	255.152260	103.119717
0.007040	248.886549	103.524678
0.007150	242.323641	103.806019
0.007260	235.471375	103.963405
0.007370	228.337931	103.996648
0.007480	220.931828	103.905709
0.007590	213.261909	103.690695
0.007700	205.337334	103.351864
0.007810	197.167565	102.889620
0.007920	188.762357	102.304515
0.008030	180.131748	101.597248
0.008140	171.286043	100.768663
0.008250	162.235804	99.819750
0.008360	152.991840	98.751642
0.008470	143.565187	97.565615
0.008580	133.967102	96.263084
0.008690	124.209047	94.845605
0.008800	114.302674	93.314870
0.008910	104.259811	91.672708
0.009020	94.092451	89.921080
0.009130	83.812735	88.062076
0.009240	73.432939	86.097917
0.009350	62.965455	84.030948
0.009460	52.422785	81.863637
0.009570	41.817516	79.598573
0.009680	31.162312	77.238460
0.009790	20.469898	74.786117
0.009900	9.753041	72.244471
0.010010	-0.975463	69.616557
0.010120	-11.702802	66.905514
0.010230	-22.416166	64.114579
0.010340	-33.102763	61.247085
0.010450	-43.749833	58.306455
0.010560	-54.344660	55.296202
0.010670	-64.874594	52.219919
0.010780	-75.327061	49.081280
0.010890	-85.689580	45.884033
0.011000	-95.949777	42.631996
0.011110	-106.095400	39.329051
0.011220	-116.114333	35.979144
0.011330	-125.994615	32.586274
0.011440	-135.724446	29.154492
0.011550	-145.292207	25.687897
0.011660	-154.686475	22.190628
0.011770	-163.896031	18.666861
0.011880	-172.909879	15.120804
0.011990	-181.717254	11.556692
0.012100	-190.307640	7.978779
0.012210	-198.670779	4.391339
0.012320	-206.796685	0.798655
0.012430	-214.675654	-2.794983
0.012540	-222.298278	-6.385283
0.012650	-229.655455	-9.967958
0.012760	-236.738400	-13.538731
0.012870	-243.538654	-17.093337
0.012980	-250.048099	-20.627532
0.013090	-256.258960	-24.137095
0.013200	-262.163821	-27.617836
0.013310	-267.755632	-31.065599
0.013420	-273.027714	-34.476266
0.013530	-277.973774	-37.845765
0.013640	-282.587904	-41.170072
0.013750	-286.864595	-44.445218
0.013860	-290.798740	-47.667291
0.013970	-294.385641	-50.832445
0.014080	-297.621015	-53.936900
0.014190	-300.501000	-56.976949
0.014300	-303.022155	-59.948961
0.014410	-305.181470	-62.849388
0.014520	-306.976367	-65.674766
0.014630	-308.404702	-68.421722
0.014740	-309.464771	-71.086975
0.014850	-310.155306	-73.667343
0.014960	-310.475484	-76.159745
0.015070	-310.424922	-78.561204
0.015180	-310.003681	-80.868853
0.015290	-309.212264	-83.079936
0.015400	-308.051615	-85.191813
0.015510	-306.523120	-87.201962
0.015620	-304.628606	-89.107983
0.015730	-302.370333	-90.907600
0.015840	-299.750999	-92.598664
0.015950	-296.773731	-94.179155
0.016060	-293.442085	-95.647187
0.016170	-289.760038	-97.001006
0.016280	-285.731989	-98.238996
0.016390	-281.362745	-99.359679
0.016500	-276.657526	-100.361715
0.016610	-271.621949	-101.243910
0.016720	-266.262027	-102.005209
0.016830	-260.584161	-102.644703
0.016940	-254.595130	-103.161629
0.017050	-248.302086	-103.555369
0.017160	-241.712545	-103.825453
0.017270	-234.834373	-103.971559
0.017380	-227.675785	-103.993512
0.017490	-220.245329	-103.891286
0.017600	-212.551876	-103.665003
0.017710	-204.604615	-103.314934
0.017820	-196.413035	-102.841496
0.017930	-187.986918	-102.245254
0.018040	-179.336324	-101.526921
0.018150	-170.471585	-100.687355
0.018260	-161.403285	-99.727557
0.018370	-152.142253	-98.648674
0.018480	-142.699547	-97.451995
0.018590	-133.086443	-96.138948
0.018700	-123.314420	-94.711101
0.018810	-113.395147	-93.170159
0.018920	-103.340469	-91.517962
0.019030	-93.162391	-89.756484
0.019140	-82.873068	-87.887827
0.019250	-72.484785	-85.914223
0.019360	-62.009949	-83.838028
0.019470	-51.461066	-81.661722
0.019580	-40.850733	-79.387904
0.019690	-30.191621	-77.019288
0.019800	-19.496456	-74.558703
