TIME    	VOLTAGE 	CURRENT
0.000000	0.000000	-51.825571
0.000115	10.926438	-47.250029
0.000230	21.838616	-42.612820
0.000345	32.722292	-37.919996
0.000460	43.563262	-33.177682
0.000575	54.347376	-28.392068
0.000690	65.060562	-23.569399
0.000805	75.688836	-18.715969
0.000920	86.218327	-13.838113
0.001035	96.635294	-8.942196
0.001150	106.926140	-4.034609
0.001265	117.077436	0.878244
0.001380	127.075933	5.789950
0.001495	136.908581	10.694100
0.001610	146.562548	15.584293
0.001725	156.025234	20.454147
0.001840	165.284290	25.297306
0.001955	174.327631	30.107449
0.002070	183.143454	34.878298
0.002185	191.720255	39.603627
0.002300	200.046839	44.277269
0.002415	208.112340	48.893124
0.002530	215.906230	53.445168
0.002645	223.418338	57.927460
0.002760	230.638860	62.334150
0.002875	237.558372	66.659487
0.002990	244.167843	70.897826
0.003105	250.458648	75.043635
0.003220	256.422576	79.091504
0.003335	262.051843	83.036149
0.003450	267.339103	86.872423
0.003565	272.277455	90.595319
0.003680	276.860455	94.199977
0.003795	281.082120	97.681694
0.003910	284.936941	101.035925
0.004025	288.419887	104.258292
0.004140	291.526413	107.344591
0.004255	294.252463	110.290793
0.004370	296.594481	113.093053
0.004485	298.549409	115.747714
0.004600	300.114697	118.251310
0.004715	301.288301	120.600576
0.004830	302.068690	122.792444
0.004945	302.454845	124.824054
0.005060	302.446262	126.692755
0.005175	302.042952	128.396107
0.005290	301.245442	129.931887
0.005405	300.054773	131.298092
0.005520	298.472498	132.492938
0.005635	296.500683	133.514866
0.005750	294.141901	134.362542
0.005865	291.399230	135.034859
0.005980	288.276251	135.530941
0.006095	284.777038	135.850139
0.006210	280.906159	135.992038
0.006325	276.668666	135.956451
0.006440	272.070089	135.743426
0.006555	267.116429	135.353241
0.006670	261.814152	134.786404
0.006785	256.170179	134.043655
0.006900	250.191874	133.125965
0.007015	243.887040	132.034530
0.007130	237.263906	130.770775
0.007245	230.331116	129.336349
0.007360	223.097718	127.733125
0.007475	215.573152	125.963195
0.007590	207.767239	124.028868
0.007705	199.690165	121.932670
0.007820	191.352474	119.677335
0.007935	182.765046	117.265809
0.008050	173.939089	114.701237
0.008165	164.886121	111.986967
0.008280	155.617959	109.126541
0.008395	146.146697	106.123693
0.008510	136.484698	102.982341
0.008625	126.644571	99.706586
0.008740	116.639158	96.300702
0.008855	106.481517	92.769135
0.008970	96.184907	89.116494
0.009085	85.762764	85.347546
0.009200	75.228691	81.467209
0.009315	64.596436	77.480549
0.009430	53.879875	73.392768
0.009545	43.092995	69.209201
0.009660	32.249874	64.935307
0.009775	21.364663	60.576667
0.009890	10.451569	56.138966
0.010005	-0.475166	51.627998
0.010120	-11.401280	47.049650
0.010235	-22.312515	42.409896
0.010350	-33.194629	37.714793
0.010465	-44.033421	32.970467
0.010580	-54.814743	28.183112
0.010695	-65.524527	23.358974
0.010810	-76.148793	18.504350
0.010925	-86.673677	13.625576
0.011040	-97.085442	8.729019
0.011155	-107.370499	3.821070
0.011270	-117.515426	-1.091866
0.011385	-127.506982	-6.003378
0.011500	-137.332126	-10.907054
0.011615	-146.978037	-15.796495
0.011730	-156.432125	-20.665320
0.011845	-165.682051	-25.507174
0.011960	-174.715743	-30.315739
0.012075	-183.521411	-35.084738
0.012190	-192.087563	-39.807948
0.012305	-200.403020	-44.479204
0.012420	-208.456927	-49.092409
0.012535	-216.238775	-53.641543
0.012650	-223.738406	-58.120669
0.012765	-230.946034	-62.523941
0.012880	-237.852251	-66.845612
0.012995	-244.448043	-71.080042
0.013110	-250.724804	-75.221705
0.013225	-256.674340	-79.265195
0.013340	-262.288887	-83.205234
0.013455	-267.561117	-87.036681
0.013570	-272.484150	-90.754536
0.013685	-277.051560	-94.353946
0.013800	-281.257387	-97.830213
0.013915	-285.096141	-101.178800
0.014030	-288.562812	-104.395338
0.014145	-291.652876	-107.475628
0.014260	-294.362300	-110.415651
0.014375	-296.687547	-113.211568
0.014490	-298.625584	-115.859731
0.014605	-300.173881	-118.356684
0.014720	-301.330417	-120.699169
0.014835	-302.093682	-122.884127
0.014950	-302.462681	-124.908708
0.015065	-302.436932	-126.770269
0.015180	-302.016469	-128.466380
0.015295	-301.201840	-129.994828
0.015410	-299.994108	-131.353617
0.015525	-298.394850	-132.540976
0.015640	-296.406153	-133.555354
0.015755	-294.030613	-134.395426
0.015870	-291.271329	-135.060098
0.015985	-288.131903	-135.548501
0.016100	-284.616433	-135.859997
0.016215	-280.729505	-135.994181
0.016330	-276.476194	-135.950878
0.016445	-271.862051	-135.730143
0.016560	-266.893096	-135.332264
0.016675	-261.575816	-134.757762
0.016790	-255.917149	-134.007386
0.016905	-249.924482	-133.082115
0.017020	-243.605635	-131.983156
0.017135	-236.968856	-130.711945
0.017250	-230.022805	-129.270140
0.017365	-222.776548	-127.659622
0.017480	-215.239542	-125.882494
0.017595	-207.421625	-123.941076
0.017710	-199.332999	-121.837900
0.017825	-190.984221	-119.575712
0.017940	-182.386186	-117.157464
0.018055	-173.550117	-114.586313
0.018170	-164.487546	-111.865613
0.018285	-155.210300	-108.998916
0.018400	-145.730486	-105.989963
0.018515	-136.060478	-102.842681
0.018630	-126.212896	-99.561178
0.018745	-116.200591	-96.149737
0.018860	-106.036632	-92.612809
0.018975	-95.734283	-88.955010
0.019090	-85.306989	-85.181116
0.019205	-74.768361	-81.296050
0.019320	-64.132151	-77.304884
0.019435	-53.412241	-73.212826
0.019550	-42.622623	-69.025217
0.019665	-31.777377	-64.747523
0.019780	-20.890658	-60.385325
